age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,cleanliness_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,No,Hillsdale
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,No,Parkridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Yes,Riverside
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,No,Occasionally,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Yes,Glencairn Village
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,Yes,Douglas Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,Yes,University Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,Occasionally,Richmond Place
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Yes,Walsh Acres
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,No,Regent Park
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Yes,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,No,No,Westhill
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Occasionally,Coronation Park
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Yes,Albert Park
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,No,Tuxedo Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Occasionally,Eastgate
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Sometimes,Occasionally,Broders Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,Yes,No,CPR Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,education,0.75,0.6,0.9,0.75,1.0,0.875,0.875,0.6,0.875,1.0,0.6,No,No,Transcona
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,Occasionally,Normanview West
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,No,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Sometimes,Yes,Westhill
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,Occasionally,Glen Elm Park
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,No,Eastgate
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Sometimes,Yes,Rothwell Place
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,Occasionally,Argyle Park
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Sometimes,No,Normandy Heights
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Sometimes,Yes,River Heights
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,Yes,Riverside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,Yes,Old 33
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,No,Occasionally,Lakeridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,No,Parliament Place
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,No,No,Dominion Heights
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Yes,Yes,Douglas Place
"(21, 25)",female,european/caucasian-american,Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Sometimes,Occasionally,Glen Elm Park South
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,No,Occasionally,Windsor Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,No,No,Wascana Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,elementary education,0.9,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.875,0.8,Sometimes,Occasionally,Premier Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,No,No,Transcona
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,Occasionally,Argyle Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Yes,No,Balbrigan Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,No,North Annex
"(26, 30)",female,european/caucasian-american,Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,Occasionally,Richmond Place
"(26, 30)",female,european/caucasian-american,Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,No,Parkridge
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,No,Yes,Dieppe Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,No,Yes,Dewdney Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,No,Rothwell Place
"(26, 30)",female,european/caucasian-american,Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,No,No,Coventry Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,Yes,Normanview
"(26, 30)",female,european/caucasian-american,Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,No,River Heights
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,No,No,Harbour Landing
"(26, 30)",female,european/caucasian-american,Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,No,Coronation Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,No,No,Windsor Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,Yes,City View
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Yes,Occasionally,Parkridge
"(26, 30)",female,european/caucasian-american,Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Sometimes,Yes,Fairways West
"(26, 30)",female,european/caucasian-american,Vegetarian,school psychology,1.0,1.0,1.0,1.0,0.9,1.0,0.875,0.4,1.0,0.2,0.4,Yes,Yes,Woodland Grove
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,No,No,Windsor Place
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Yes,No,Highland Park
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Sometimes,Yes,Hillsdale
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Sometimes,Yes,Westhill
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,No,Yes,Transcona
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Sometimes,Occasionally,Arnhem Place
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Sometimes,No,Woodland Grove
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Yes,Yes,Connaught Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Yes,Occasionally,Glen Elm Park South
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Yes,Yes,Dieppe Place
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Sometimes,Occasionally,Westhill
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,No,Occasionally,Dewdney Place
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,No,Occasionally,Douglas Park
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,No,No,Fairways West
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Yes,Yes,Mayfair
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,No,No,Parliament Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Yes,Yes,Harbour Landing
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,No,Yes,Harbour Landing
"(21, 25)",female,european/caucasian-american,Vegetarian,school psychology,0.875,0.6,1.0,0.875,1.0,0.875,1.0,0.8,1.0,1.0,0.4,Yes,No,University Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,Occasionally,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,Occasionally,Rosemont
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,Yes,Old 33
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,Occasionally,Normandy Heights
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Yes,No,Pasqua Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,Yes,Douglas Place
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,Occasionally,Belvedere
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Sometimes,No,Lakeview Centre
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Yes,Occasionally,Windsor Park
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,No,Tuxedo Park
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Sometimes,Yes,Westhill
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,No,Mayfair
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,No,No,Westhill
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Yes,Yes,Walsh Acres
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Yes,Yes,Transcona
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Yes,Occasionally,Eastpoint Estates
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Sometimes,Yes,Normanview West
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Sometimes,No,Normanview West
"(21, 25)",female,european/caucasian-american,Vegetarian,counseling psychology,0.875,0.6,0.875,0.75,0.875,0.75,0.8,1.0,1.0,0.875,0.6,Yes,Occasionally,Normanview
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,No,Yes,Rosemont South
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,Yes,Dewdney Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Sometimes,Occasionally,Walsh Acres
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,No,No,University Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Sometimes,Yes,Woodland Grove
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,Occasionally,South Lakeview see Lakeview South
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,No,Yes,Dewdney Place
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,Occasionally,CPR Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Sometimes,Occasionally,Dominion Heights
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,No,No,Highland Park
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,No,Occasionally,Transcona
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Sometimes,Occasionally,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Sometimes,No,Dewdney Place
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,No,Eastpoint Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,Yes,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,No,Occasionally,North Regina
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,No,Rosemont North
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,Occasionally,Dieppe Place
"(21, 25)",female,european/caucasian-american,Vegetarian,law,1.0,0.4,1.0,1.0,1.0,0.875,0.2,1.0,1.0,0.875,1.0,Yes,Occasionally,Lakeridge
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Sometimes,Occasionally,Parkridge
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,No,Broders Annex
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Sometimes,No,Walsh Acres
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,No,Yes,Grand Trunk Annex
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,No,Yes,Rosemont
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,Occasionally,Wascana Park
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,No,No,Normandy Heights
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,No,Lakeridge
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,No,No,Woodland Grove
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,No,Parliament Place
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,No,Mirror Sun Gardens
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Sometimes,No,Balbrigan Place
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,Yes,Westridge
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Sometimes,Occasionally,Coronation Park
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,No,Yes,Woodland Grove
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,Occasionally,City View
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Sometimes,No,Lakesidge Gardens
"(26, 30)",female,asian/pacific islander/asian-american,Non-Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,No,Occasionally,Assiniboia Place
"(26, 30)",female,asian/pacific islander/asian-american,Vegetarian,neuroscience and education,1.0,0.2,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.75,1.0,Yes,Occasionally,Sherwood Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Sometimes,Occasionally,Harbour Landing
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Sometimes,Yes,Coventry Place
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,No,Occasionally,Kensington Greens
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Yes,No,Normanview West
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Sometimes,Occasionally,Mount Pleasant
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,No,No,Lakeview Centre
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Sometimes,Yes,Assiniboia Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Yes,Yes,Mount Royal
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Sometimes,Occasionally,Eastpoint Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,No,No,Dominion Heights
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Yes,No,Normanview West Addition
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,No,Occasionally,Rosemont North
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Sometimes,Occasionally,Glencairn
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Sometimes,Occasionally,North Regina
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Yes,Occasionally,Kensington Greens
"(26, 30)",female,european/caucasian-american,Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,No,Occasionally,Highland Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,creative writing,0.9,0.2,1.0,1.0,1.0,0.2,0.9,0.9,0.75,1.0,1.0,Yes,Yes,Premier Place
